"id","class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"4629","p","x","s","g","f","c","n","c","n","o","t","b","s","s","w","n","u","y","o","p","k","s","d"
"4630","p","s","s","y","f","m","f","c","n","w","t","r","f","s","p","w","u","w","t","z","o","v","p"
"4631","e","f","f","e","f","f","f","w","n","w","t","z","s","s","o","o","u","w","o","z","k","v","d"
"4632","p","x","y","y","t","y","f","c","b","o","e","b","y","y","g","n","p","o","b","l","h","v","u"
"4633","p","x","y","y","f","l","n","c","b","p","e","b","k","s","p","n","u","y","o","l","n","y","m"
"4634","p","f","y","n","f","c","f","d","b","g","t","c","k","s","n","b","p","w","o","z","n","v","g"
"4635","e","f","g","e","t","n","d","d","b","u","e","b","s","y","p","y","p","w","o","f","k","y","d"
"4636","p","x","y","y","f","a","n","c","n","p","t","b","k","k","b","p","p","y","o","l","k","y","d"
"4637","p","x","y","u","t","f","f","c","b","k","e","b","y","y","n","b","p","w","b","f","h","a","p"
"4638","p","f","f","p","f","y","f","c","n","h","e","e","s","k","n","g","u","y","o","s","h","y","p"
"4639","p","x","f","y","f","f","n","w","b","h","t","b","k","s","b","b","p","y","o","l","h","v","p"
"4640","p","f","f","y","f","a","f","c","n","h","t","e","s","s","b","n","p","w","o","l","k","y","l"
"4641","p","b","y","r","f","f","f","c","b","h","t","b","k","k","g","p","p","w","b","p","h","v","p"
"4642","p","k","y","c","f","f","f","c","n","w","t","z","k","k","b","w","u","w","o","p","h","s","u"
"4643","p","s","g","g","t","f","f","c","b","p","e","r","y","y","p","n","p","w","t","f","b","y","p"
"4644","p","x","y","n","f","s","f","c","n","g","t","b","k","k","w","n","u","w","o","n","w","v","p"
"4645","p","f","s","e","f","f","n","c","n","g","e","e","k","k","p","p","p","y","o","l","h","s","p"
"4646","p","x","y","p","f","s","a","d","b","p","e","r","f","f","y","y","p","w","t","l","h","y","u"
"4647","p","x","y","y","f","n","f","c","b","p","e","b","k","k","e","e","p","w","b","p","u","v","d"
"4648","e","f","y","u","t","p","a","w","b","h","e","z","f","f","w","w","p","n","o","e","w","v","p"
"4649","p","f","f","g","f","y","a","c","b","h","e","e","k","k","g","g","p","w","b","l","h","s","d"
"4650","p","f","f","b","t","f","a","d","b","y","e","r","f","f","y","b","p","w","t","e","h","v","g"
"4651","p","x","s","y","f","f","n","c","b","y","e","r","k","s","p","p","p","y","t","l","h","y","g"
"4652","p","s","f","g","f","s","d","c","b","r","e","r","k","k","b","n","p","o","t","l","h","y","p"
"4653","e","f","y","c","t","n","f","c","b","u","e","b","s","s","p","p","p","n","o","c","n","y","l"
"4654","p","x","f","c","t","y","f","c","b","o","e","b","k","y","g","g","p","o","o","l","h","a","d"
"4655","p","f","s","g","f","c","f","c","b","h","e","r","s","k","n","c","p","y","o","l","b","y","p"
"4656","p","c","y","g","t","f","a","w","b","h","e","b","k","f","n","b","p","w","o","l","y","n","p"
"4657","p","b","f","y","f","f","n","c","b","o","e","b","k","s","n","e","u","w","b","l","h","a","g"
"4658","p","x","f","y","f","f","f","d","b","r","e","r","k","y","p","b","p","o","o","l","h","v","d"
"4659","p","c","f","y","f","f","a","w","b","n","e","b","k","k","b","n","p","n","o","e","h","c","l"
"4660","p","x","f","p","f","f","n","c","n","p","t","b","k","s","o","n","p","w","o","l","h","c","p"
"4661","p","c","f","g","f","f","f","c","b","p","e","c","f","k","w","w","p","n","o","l","w","c","p"
"4662","p","x","s","p","t","n","n","c","n","h","t","e","s","f","w","e","p","y","o","p","h","s","u"
"4663","e","f","f","e","t","m","a","c","b","w","e","r","f","f","w","p","p","w","t","e","o","c","p"
"4664","e","s","f","u","f","s","a","d","b","r","e","r","f","f","y","y","p","n","o","f","y","y","d"
"4665","p","b","y","u","f","f","f","c","b","p","t","b","k","k","b","n","p","w","b","p","k","a","u"
"4666","p","x","f","y","t","p","f","c","b","p","e","c","f","f","w","p","p","n","o","c","w","c","m"
"4667","p","s","f","e","t","c","f","c","b","r","e","b","k","k","p","p","p","n","o","l","h","y","l"
"4668","p","f","f","p","f","f","n","w","b","h","e","c","s","s","p","n","u","w","o","l","n","y","d"
"4669","p","k","y","g","f","f","f","c","b","g","e","r","k","s","p","p","p","y","o","s","h","y","p"
"4670","p","s","s","g","f","f","f","d","b","r","t","r","s","k","c","c","p","w","o","z","h","y","g"
"4671","p","f","f","w","t","f","f","c","b","g","e","z","f","k","p","o","p","w","o","l","h","v","p"
"4672","p","c","y","g","f","p","f","c","b","p","t","c","k","k","w","w","u","w","o","l","w","c","p"
"4673","p","f","s","w","f","l","f","w","n","w","t","b","s","s","n","b","p","y","o","l","h","v","d"
"4674","e","f","s","u","t","n","n","w","n","w","t","z","s","s","w","e","u","w","o","e","n","v","w"
"4675","p","f","g","g","t","f","f","d","b","h","e","b","k","k","y","n","p","o","t","l","y","n","p"
"4676","p","x","f","y","f","l","f","c","b","w","e","b","k","f","b","p","p","n","o","c","n","v","p"
"4677","p","x","y","c","f","f","n","c","n","o","t","b","s","s","n","b","u","y","o","z","u","y","l"
"4678","p","f","f","y","f","f","f","c","b","o","e","b","y","k","g","n","p","w","b","l","h","a","g"
"4679","p","f","y","y","f","f","f","c","n","e","e","e","k","k","g","n","p","w","b","l","h","y","l"
"4680","p","f","g","n","t","f","f","c","b","o","e","z","s","s","n","b","u","w","o","s","h","v","d"
"4681","p","x","g","w","t","f","d","c","b","g","e","b","y","k","y","y","p","o","o","f","y","y","m"
"4682","p","x","y","u","f","s","f","c","b","p","t","u","k","k","y","y","p","w","t","p","h","y","g"
"4683","p","x","g","e","f","m","f","c","b","r","e","r","k","k","p","n","p","w","t","l","o","y","d"
"4684","p","f","f","y","t","a","a","c","b","e","e","e","f","k","n","n","p","n","b","c","h","y","d"
"4685","p","f","f","g","t","m","a","d","b","p","e","b","k","k","b","n","p","n","t","e","h","y","m"
"4686","p","x","s","w","f","f","f","d","b","u","t","u","k","s","b","p","u","y","t","z","h","n","w"
"4687","p","f","f","y","f","f","f","c","b","p","t","b","k","k","p","p","p","w","t","l","o","n","w"
"4688","p","f","y","c","f","s","f","c","b","u","e","b","k","k","y","y","u","w","o","l","h","n","w"
"4689","p","s","y","e","t","f","d","c","b","p","e","u","y","k","c","c","p","o","t","l","b","n","g"
"4690","p","x","y","w","f","c","f","c","n","h","e","u","k","k","c","b","u","w","o","p","h","n","d"
"4691","p","x","y","g","f","s","f","d","n","y","t","r","k","s","y","p","u","y","t","l","y","y","g"
"4692","p","f","f","p","f","f","a","c","b","p","e","b","f","f","p","n","p","w","b","l","h","v","d"
"4693","p","f","g","y","f","n","d","c","b","h","e","b","y","k","e","e","p","o","o","l","u","y","p"
"4694","p","b","f","y","f","a","f","c","b","p","t","b","k","k","n","n","u","w","b","s","h","a","g"
"4695","p","f","y","g","f","a","f","c","b","e","t","e","k","s","b","p","u","w","o","l","k","v","p"
"4696","p","b","f","w","f","y","f","c","b","h","e","b","k","k","n","p","p","o","o","l","h","a","g"
"4697","e","s","y","y","t","c","f","c","b","n","t","b","f","s","c","g","p","n","t","c","b","y","d"
"4698","p","b","y","g","f","a","f","c","n","k","t","b","k","k","p","n","p","w","o","l","k","y","p"
"4699","p","c","f","y","t","f","a","w","b","p","e","c","f","k","b","b","p","w","o","c","h","c","p"
"4700","p","x","g","b","t","f","d","c","b","h","e","c","f","f","w","w","p","w","o","l","h","y","d"
"4701","p","f","y","w","t","f","a","c","b","w","e","b","k","f","n","n","p","n","o","c","r","v","p"
"4702","p","x","y","y","f","f","f","d","n","p","e","r","k","k","n","p","u","w","o","n","h","y","p"
"4703","p","x","f","w","f","s","f","d","n","u","t","u","s","s","w","y","p","y","o","p","y","s","d"
"4704","p","x","f","y","f","f","f","c","n","k","t","b","k","k","n","e","u","w","b","l","h","a","g"
"4705","p","f","g","b","t","n","d","c","b","h","t","e","y","s","w","e","p","w","o","l","h","s","p"
"4706","p","b","y","y","f","n","n","c","n","k","t","b","s","s","e","b","u","y","b","l","u","a","g"
"4707","p","c","f","g","f","f","a","c","b","n","e","b","f","f","w","p","p","n","o","c","w","y","d"
"4708","p","x","f","n","t","s","a","d","b","b","e","u","k","k","y","b","p","n","o","e","y","n","g"
"4709","p","f","g","r","t","n","d","c","b","w","e","b","y","y","w","b","p","w","t","f","r","v","w"
"4710","p","f","f","b","t","f","a","w","b","g","t","z","f","f","b","b","p","n","o","c","h","v","d"
"4711","p","x","s","b","f","f","n","w","b","n","e","b","s","k","b","b","p","y","o","s","h","v","m"
"4712","p","f","y","e","f","a","f","c","b","h","t","e","s","k","n","n","p","w","b","z","h","y","l"
"4713","p","x","y","g","t","f","f","d","b","r","e","b","y","y","b","p","p","w","t","f","y","y","p"
"4714","p","f","f","g","t","s","a","d","b","r","e","b","f","f","p","y","p","n","t","c","y","y","l"
"4715","p","f","g","g","f","c","d","d","b","g","e","b","y","y","c","p","p","o","o","l","b","y","p"
"4716","p","x","g","c","t","s","d","d","b","h","e","b","k","y","y","y","p","o","o","l","h","n","d"
"4717","p","s","f","y","f","m","a","c","b","h","e","b","f","f","p","n","p","n","o","l","o","v","p"
"4718","e","c","s","u","f","n","f","w","n","u","t","e","s","f","b","w","u","y","o","f","h","v","d"
"4719","p","c","f","y","t","l","a","w","b","g","e","c","f","k","b","b","p","w","o","l","n","c","m"
"4720","e","f","f","y","t","n","f","c","b","w","e","c","y","s","b","b","p","o","o","l","n","v","d"
"4721","p","f","f","y","t","f","a","c","b","h","e","b","k","k","n","n","p","n","o","e","k","s","g"
"4722","p","x","y","y","f","f","f","d","n","g","t","b","k","k","y","p","p","w","o","l","h","y","g"
"4723","p","b","s","n","f","y","n","c","n","b","t","b","s","s","g","p","p","w","o","s","h","v","w"
"4724","p","b","y","g","f","a","f","c","b","g","t","b","k","k","n","n","p","w","b","n","h","a","m"
"4725","p","c","y","p","f","f","a","w","b","p","e","b","f","k","o","p","p","w","o","e","r","v","p"
"4726","p","x","s","r","f","f","n","c","n","p","t","u","s","s","p","c","u","y","o","z","h","n","l"
"4727","p","x","y","y","f","l","f","c","b","g","e","b","k","k","b","b","p","w","o","n","n","v","p"
"4728","p","b","y","w","f","f","f","c","b","h","e","b","s","s","b","n","u","w","b","l","k","a","m"
"4729","p","c","y","y","f","f","f","w","n","n","e","c","k","k","b","p","p","w","o","l","r","c","d"
"4730","p","b","f","r","t","f","f","c","b","h","e","b","k","f","n","n","p","n","o","l","k","a","w"
"4731","p","s","y","y","f","s","d","d","b","g","e","b","y","k","y","p","p","o","t","l","h","y","l"
"4732","p","x","y","n","f","m","f","c","b","h","t","u","k","k","p","p","u","w","o","l","h","n","w"
"4733","e","k","g","n","t","p","f","c","b","n","t","z","s","y","w","w","p","o","o","f","n","y","d"
"4734","p","b","y","y","f","f","f","c","b","o","t","b","s","s","n","p","p","y","o","l","u","a","u"
"4735","e","f","f","n","t","m","d","c","b","u","t","u","s","y","p","w","p","w","t","p","o","y","d"
"4736","p","x","s","e","f","f","f","w","b","h","t","c","s","s","b","o","u","y","o","l","h","y","d"
"4737","p","x","y","r","f","f","f","c","b","u","e","u","k","k","p","c","p","w","t","n","u","s","m"
"4738","p","f","y","g","t","f","f","c","b","h","e","e","y","y","p","n","p","o","b","l","h","s","g"
"4739","p","b","f","y","t","y","f","c","b","k","e","b","k","f","g","b","p","w","o","l","h","a","p"
"4740","p","f","g","p","t","f","d","c","b","h","e","b","y","y","n","b","p","w","b","l","k","s","l"
"4741","p","x","f","g","t","m","a","c","b","p","e","u","f","f","p","p","p","w","t","e","h","v","d"
"4742","p","f","y","g","f","s","f","c","b","p","e","b","f","f","y","b","p","n","t","c","h","y","u"
"4743","p","x","y","r","f","m","n","d","n","u","t","u","s","k","p","n","u","w","t","l","h","n","l"
"4744","p","x","f","y","f","f","f","w","b","g","e","z","k","k","b","p","p","w","o","l","h","v","d"
"4745","p","x","y","b","f","m","f","d","n","y","e","r","k","k","p","p","u","w","t","l","o","y","l"
"4746","p","b","f","c","f","f","f","c","b","k","e","b","k","k","n","p","p","w","b","p","k","a","p"
"4747","p","x","y","g","f","c","f","d","n","g","e","u","k","k","b","c","p","w","o","l","h","y","d"
"4748","p","f","f","u","f","f","n","c","b","g","t","b","s","s","n","n","u","y","o","l","h","y","p"
"4749","p","c","y","e","t","f","d","w","b","g","e","b","k","y","p","p","p","w","o","l","o","y","u"
"4750","p","x","f","c","f","c","f","c","n","p","e","b","s","s","n","w","p","w","b","z","k","s","d"
"4751","p","f","f","y","f","f","f","c","n","y","e","b","k","k","p","c","u","w","o","l","b","v","d"
"4752","p","x","g","y","t","y","f","c","b","h","e","b","y","y","n","p","p","w","b","l","h","s","d"
"4753","p","k","s","y","f","f","n","w","n","w","t","z","k","s","b","b","p","y","o","s","h","y","w"
"4754","p","x","y","g","f","c","a","c","b","h","e","b","k","k","c","c","p","w","o","l","b","n","d"
"4755","p","f","g","u","t","n","d","c","b","k","e","b","y","k","e","b","p","o","b","f","u","a","w"
"4756","p","s","f","y","t","f","a","d","b","g","e","b","k","f","c","p","p","w","t","e","b","y","p"
"4757","p","x","f","c","f","y","f","c","n","o","t","b","k","s","g","g","p","y","o","l","h","v","d"
"4758","p","s","y","e","f","f","f","d","b","g","t","b","k","k","b","b","p","w","t","l","b","v","d"
"4759","p","f","s","g","f","f","n","c","b","p","t","z","k","k","p","b","p","y","o","s","w","v","w"
"4760","p","x","y","u","f","s","f","d","b","p","t","u","k","k","y","n","u","w","t","l","y","n","l"
"4761","p","x","f","y","f","f","d","c","b","o","e","b","k","y","p","b","p","w","o","l","h","a","w"
"4762","p","x","f","g","t","f","a","c","b","n","e","b","f","f","b","b","p","w","o","l","h","c","d"
"4763","p","k","y","c","t","f","f","c","b","p","e","z","y","k","o","o","p","w","o","l","h","v","u"
"4764","p","s","s","e","f","s","n","d","n","g","e","b","s","s","y","y","u","y","t","z","y","y","d"
"4765","p","s","y","g","f","f","f","d","n","y","t","b","k","k","b","p","p","w","t","p","o","y","g"
"4766","p","x","f","y","t","c","f","d","b","b","e","b","f","f","n","b","p","w","o","c","h","v","g"
"4767","p","x","f","g","t","f","a","d","b","p","e","b","k","k","c","c","p","n","o","c","h","y","d"
"4768","p","s","f","g","f","f","f","c","n","g","e","b","k","k","p","b","u","w","t","l","h","y","p"
"4769","p","f","f","u","f","f","f","c","b","p","e","b","k","k","b","e","p","w","b","e","h","a","w"
"4770","p","x","y","y","f","f","f","w","n","h","t","b","k","k","o","n","u","w","o","l","r","c","p"
"4771","p","x","y","y","f","f","f","c","b","w","t","b","k","k","n","o","u","w","o","l","r","v","g"
"4772","p","x","y","g","t","f","a","w","b","g","e","c","k","k","p","n","p","w","o","l","n","y","d"
"4773","p","b","g","g","f","a","d","c","b","o","e","b","y","y","n","b","p","o","o","f","u","v","w"
"4774","p","x","y","e","f","p","a","c","b","h","e","b","f","k","w","w","p","w","o","e","w","c","p"
"4775","p","x","y","p","f","f","f","c","n","e","t","e","k","k","e","n","p","w","o","l","u","s","d"
"4776","p","f","y","u","f","f","f","d","b","b","e","u","k","k","n","n","p","w","o","p","o","y","d"
"4777","p","s","f","y","f","s","d","d","b","y","e","r","y","y","b","y","p","w","t","l","y","v","g"
"4778","e","s","y","p","t","c","f","c","b","e","e","r","k","k","w","c","p","w","t","p","w","y","d"
"4779","p","f","g","y","f","f","f","c","b","p","e","b","y","y","n","p","p","w","t","l","y","v","d"
"4780","p","x","f","n","f","m","a","d","n","b","e","u","s","s","w","p","p","w","t","e","o","v","d"
"4781","p","x","f","y","f","f","f","c","n","y","t","r","k","s","y","p","u","w","o","s","y","y","g"
"4782","p","f","f","y","f","p","f","w","b","g","t","b","k","k","w","p","u","w","o","n","w","y","m"
"4783","p","x","f","y","f","f","f","c","b","k","e","b","f","f","n","n","p","w","b","e","h","y","g"
"4784","e","f","s","e","t","c","n","d","n","y","t","b","s","s","c","p","u","y","o","s","n","y","d"
"4785","p","s","y","y","f","c","n","d","n","g","e","r","k","k","b","n","u","y","o","l","b","y","g"
"4786","p","x","y","w","f","f","f","c","b","w","t","z","k","k","b","p","u","w","o","p","h","y","m"
"4787","p","c","y","g","t","p","f","w","b","p","e","c","k","k","n","p","p","w","o","l","w","c","g"
"4788","p","c","f","p","f","f","f","c","n","n","e","c","k","k","b","o","p","w","o","n","h","c","l"
"4789","e","f","y","n","t","n","f","w","b","n","t","z","y","s","p","w","p","w","o","p","w","v","m"
"4790","p","x","y","r","f","f","f","c","n","k","t","b","k","k","b","b","u","w","b","l","u","a","l"
"4791","p","s","f","g","f","m","a","d","b","r","e","b","k","k","p","p","p","n","t","c","h","v","p"
"4792","p","k","s","y","f","l","f","w","b","h","e","b","s","s","p","b","p","y","o","s","h","v","d"
"4793","p","k","g","u","f","f","d","w","b","h","e","b","y","k","o","n","p","w","o","n","h","n","d"
"4794","p","f","f","n","t","f","f","w","b","g","e","z","f","f","o","o","p","w","o","l","h","v","l"
"4795","p","c","g","g","t","f","f","c","b","p","e","c","y","y","o","o","p","w","o","l","r","v","g"
"4796","p","c","f","g","f","f","f","c","b","n","e","c","k","k","w","w","p","w","o","e","w","c","g"
"4797","p","x","f","y","f","p","a","w","b","n","e","b","f","k","b","w","p","w","o","l","h","y","w"
"4798","p","f","f","c","t","f","a","w","b","g","e","z","f","f","o","o","p","w","o","c","h","v","p"
"4799","p","s","s","g","f","f","n","d","n","r","t","r","s","k","n","c","p","y","t","s","b","y","w"
"4800","e","f","f","g","t","f","f","c","b","p","e","c","f","f","o","w","p","n","o","e","n","c","w"
"4801","p","k","g","g","t","f","d","c","b","w","e","z","y","y","w","w","p","o","o","p","h","s","m"
"4802","p","k","y","n","f","f","f","c","n","w","t","b","k","k","o","w","p","w","o","e","r","v","d"
"4803","p","f","y","c","t","f","f","d","n","u","t","b","k","k","y","w","p","w","o","p","h","n","g"
"4804","p","s","y","e","t","f","f","d","b","r","e","b","y","y","b","p","p","o","t","l","o","y","g"
"4805","p","f","y","y","t","f","f","c","b","y","e","r","y","k","p","p","p","w","t","l","y","v","d"
"4806","p","f","y","c","f","c","f","d","n","b","t","u","k","k","c","c","u","w","t","p","h","v","d"
"4807","e","f","y","e","t","a","f","c","b","e","e","e","s","f","w","n","p","n","t","e","k","s","w"
"4808","p","k","g","u","t","l","f","w","b","w","e","b","k","k","n","b","p","o","o","f","n","v","p"
"4809","p","x","f","n","t","f","f","c","b","h","e","u","f","k","y","y","p","w","t","e","y","v","g"
"4810","p","s","g","y","t","f","f","d","b","g","e","r","k","y","c","b","p","w","t","l","b","y","g"
"4811","p","k","y","y","f","f","f","c","b","g","e","z","k","k","w","w","p","w","o","e","w","v","d"
"4812","p","f","f","n","f","f","f","w","n","p","t","z","k","k","n","o","u","w","o","l","r","v","w"
